TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
138.06,2024-11-04 08:06:52.000000000,Debit,Charlotte,Branch,44.0,Engineer,159.0,1.0,1070.47,2024-11-04 08:06:52.000000000,4
158.02,2024-11-04 08:09:57.000000000,Debit,New York,ATM,49.0,Engineer,120.0,1.0,9374.24,2024-11-04 08:09:57.000000000,2
830.01,2024-11-04 08:11:27.000000000,Credit,Chicago,Online,66.0,Retired,96.0,1.0,4253.18,2024-11-04 08:11:27.000000000,3
435.5,2024-11-04 08:09:40.000000000,Debit,Oklahoma City,ATM,55.0,Student,112.0,1.0,6981.03,2024-11-04 08:09:40.000000000,2
110.49,2024-11-04 08:12:20.000000000,Debit,Raleigh,Online,57.0,Doctor,48.0,1.0,10483.93,2024-11-04 08:12:20.000000000,5
329.4,2024-11-04 08:07:55.000000000,Debit,Denver,Online,34.0,Doctor,68.0,1.0,9588.07,2024-11-04 08:07:55.000000000,3
635.4,2024-11-04 08:11:45.000000000,Debit,Denver,ATM,47.0,Doctor,106.0,1.0,1238.11,2024-11-04 08:11:45.000000000,3
769.97,2024-11-04 08:09:51.000000000,Debit,San Diego,Branch,22.0,Student,23.0,1.0,1244.93,2024-11-04 08:09:51.000000000,5
175.07,2024-11-04 08:08:15.000000000,Debit,Colorado Springs,Branch,26.0,Student,169.0,1.0,1040.25,2024-11-04 08:08:15.000000000,3
7.31,2024-11-04 08:07:15.000000000,Debit,Las Vegas,Branch,78.0,Retired,282.0,1.0,5757.67,2024-11-04 08:07:15.000000000,0
175.15,2024-11-04 08:09:45.000000000,Debit,Detroit,ATM,27.0,Student,32.0,1.0,4737.84,2024-11-04 08:09:45.000000000,3
32.54,2024-11-04 08:07:01.000000000,Debit,Oklahoma City,Online,25.0,Student,183.0,4.0,1544.88,2024-11-04 08:07:01.000000000,2
121.82,2024-11-04 08:11:30.000000000,Debit,Dallas,Online,60.0,Doctor,119.0,1.0,4737.84,2024-11-04 08:11:30.000000000,3
56.12,2024-11-04 08:09:30.000000000,Debit,El Paso,ATM,30.0,Doctor,102.0,1.0,8839.67,2024-11-04 08:09:30.000000000,3
424.7,2024-11-04 08:08:25.000000000,Credit,Miami,Online,56.0,Retired,178.0,1.0,6239.89,2024-11-04 08:08:25.000000000,2
35.16,2024-11-04 08:10:34.000000000,Debit,Chicago,Branch,32.0,Engineer,130.0,1.0,4737.84,2024-11-04 08:10:34.000000000,3
35.73,2024-11-04 08:11:09.000000000,Debit,Miami,Branch,65.0,Doctor,87.0,1.0,9073.17,2024-11-04 08:11:09.000000000,2
3.44,2024-11-04 08:12:20.000000000,Debit,Fort Worth,ATM,78.0,Retired,108.0,1.0,7561.33,2024-11-04 08:12:20.000000000,0
139.03,2024-11-04 08:11:29.000000000,Credit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,2024-11-04 08:11:29.000000000,0
254.92,2024-11-04 08:07:18.000000000,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,2024-11-04 08:07:18.000000000,5
115.11,2024-11-04 08:10:18.000000000,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,2024-11-04 08:10:18.000000000,4
171.11,2024-11-04 08:08:40.000000000,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,2024-11-04 08:08:40.000000000,1
168.54,2024-11-04 08:08:14.000000000,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,2.0,13406.0,2024-11-04 08:08:14.000000000,2
420.76,2024-11-04 08:08:38.000000000,Debit,Miami,Branch,51.0,Retired,112.5,1.0,6581.55,2024-11-04 08:08:38.000000000,2
408.46,2024-11-04 08:08:20.000000000,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,2024-11-04 08:08:20.000000000,5
342.17,2024-11-04 08:08:32.000000000,Credit,New York,Branch,21.0,Student,247.0,1.0,461.83,2024-11-04 08:08:32.000000000,2
580.71,2024-11-04 08:10:54.000000000,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,2024-11-04 08:10:54.000000000,5
821.54,2024-11-04 08:11:57.000000000,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.32,2024-11-04 08:11:57.000000000,4
253.47,2024-11-04 08:08:12.000000000,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51,2024-11-04 08:08:12.000000000,4
22.81,2024-11-04 08:07:59.000000000,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,2024-11-04 08:07:59.000000000,2
266.57,2024-11-04 08:07:10.000000000,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,2024-11-04 08:07:10.000000000,4
374.61,2024-11-04 08:11:24.000000000,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,2024-11-04 08:11:24.000000000,2
339.35,2024-11-04 08:08:17.000000000,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,2024-11-04 08:08:17.000000000,4
810.36,2024-11-04 08:07:19.000000000,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,2024-11-04 08:07:19.000000000,3
9.83,2024-11-04 08:09:03.000000000,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.42,2024-11-04 08:09:03.000000000,2
135.57,2024-11-04 08:11:44.000000000,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,2024-11-04 08:11:44.000000000,4
340.05,2024-11-04 08:07:43.000000000,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,2024-11-04 08:07:43.000000000,3
283.45,2024-11-04 08:08:51.000000000,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,2024-11-04 08:08:51.000000000,3
100.99,2024-11-04 08:09:12.000000000,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,2024-11-04 08:09:12.000000000,2
90.88,2024-11-04 08:07:13.000000000,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,2024-11-04 08:07:13.000000000,4
655.15,2024-11-04 08:07:15.000000000,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,2024-11-04 08:07:15.000000000,1
320.55,2024-11-04 08:08:14.000000000,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,2024-11-04 08:08:14.000000000,2
41.51,2024-11-04 08:11:54.000000000,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.6,2024-11-04 08:11:54.000000000,5
71.53,2024-11-04 08:12:00.000000000,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,2024-11-04 08:12:00.000000000,0
467.13,2024-11-04 08:06:58.000000000,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,2024-11-04 08:06:58.000000000,0
235.4,2024-11-04 08:10:13.000000000,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.36,2024-11-04 08:10:13.000000000,3
159.32,2024-11-04 08:10:32.000000000,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.44,2024-11-04 08:10:32.000000000,1
50.83,2024-11-04 08:10:06.000000000,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,2024-11-04 08:10:06.000000000,5
56.89,2024-11-04 08:09:52.000000000,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,2024-11-04 08:09:52.000000000,0
20.22,2024-11-04 08:06:32.000000000,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,2024-11-04 08:06:32.000000000,0
50.4,2024-11-04 08:07:17.000000000,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.01,2024-11-04 08:07:17.000000000,5
73.88,2024-11-04 08:08:11.000000000,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,2024-11-04 08:08:11.000000000,0
119.61,2024-11-04 08:07:28.000000000,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,2024-11-04 08:07:28.000000000,5
116.58,2024-11-04 08:06:50.000000000,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,2024-11-04 08:06:50.000000000,5
391.96,2024-11-04 08:06:47.000000000,Debit,Fort Worth,ATM,64.0,Retired,79.0,1.0,2174.16,2024-11-04 08:06:47.000000000,0
156.26,2024-11-04 08:09:29.000000000,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,2024-11-04 08:09:29.000000000,1
427.0,2024-11-04 08:07:30.000000000,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,2024-11-04 08:07:30.000000000,2
443.68,2024-11-04 08:10:26.000000000,Debit,Tucson,Branch,18.0,Student,137.0,1.0,874.15,2024-11-04 08:10:26.000000000,1
101.76,2024-11-04 08:11:08.000000000,Debit,Philadelphia,Branch,31.0,Doctor,26.0,1.0,6043.25,2024-11-04 08:11:08.000000000,5
67.57,2024-11-04 08:11:15.000000000,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,2024-11-04 08:11:15.000000000,4
326.29,2024-11-04 08:10:44.000000000,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,2024-11-04 08:10:44.000000000,3
158.56,2024-11-04 08:10:48.000000000,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,2024-11-04 08:10:48.000000000,5
56.02,2024-11-04 08:07:58.000000000,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,2024-11-04 08:07:58.000000000,2
288.28,2024-11-04 08:06:33.000000000,Debit,Portland,Online,27.0,Student,36.0,1.0,160.83,2024-11-04 08:06:33.000000000,5
245.67,2024-11-04 08:07:45.000000000,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,2024-11-04 08:07:45.000000000,5
152.18,2024-11-04 08:10:50.000000000,Credit,Los Angeles,Online,39.0,Engineer,176.0,4.0,2459.84,2024-11-04 08:10:50.000000000,0
114.35,2024-11-04 08:10:13.000000000,Credit,El Paso,Branch,41.0,Engineer,21.0,1.0,469.12,2024-11-04 08:10:13.000000000,3
373.27,2024-11-04 08:09:22.439406336,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,2024-11-04 08:09:22.439406336,2
504.63,2024-11-04 08:07:50.000000000,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,2024-11-04 08:07:50.000000000,5
126.22,2024-11-04 08:07:41.000000000,Debit,Atlanta,ATM,46.0,Engineer,77.0,4.0,6133.41,2024-11-04 08:07:41.000000000,4
820.15,2024-11-04 08:10:34.000000000,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,2024-11-04 08:10:34.000000000,0
8.37,2024-11-04 08:11:23.000000000,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.34,2024-11-04 08:11:23.000000000,3
197.49,2024-11-04 08:06:40.000000000,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,2024-11-04 08:06:40.000000000,0
637.97,2024-11-04 08:07:56.000000000,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,2024-11-04 08:07:56.000000000,2
13.52,2024-11-04 08:06:30.000000000,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77,2024-11-04 08:06:30.000000000,1
432.1,2024-11-04 08:10:16.000000000,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,2024-11-04 08:10:16.000000000,1
375.17,2024-11-04 08:11:26.000000000,Debit,Fort Worth,ATM,51.0,Engineer,66.0,2.0,5495.3,2024-11-04 08:11:26.000000000,0
642.68,2024-11-04 08:08:38.000000000,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,2024-11-04 08:08:38.000000000,0
78.44,2024-11-04 08:10:39.000000000,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,2024-11-04 08:10:39.000000000,1
139.72,2024-11-04 08:08:24.000000000,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,2024-11-04 08:08:24.000000000,2
499.99,2024-11-04 08:09:05.000000000,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,2024-11-04 08:09:05.000000000,1
10.07,2024-11-04 08:08:57.000000000,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.81,2024-11-04 08:08:57.000000000,4
120.62,2024-11-04 08:06:39.000000000,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,2024-11-04 08:06:39.000000000,5
578.49,2024-11-04 08:06:50.000000000,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,2024-11-04 08:06:50.000000000,2
119.3,2024-11-04 08:08:55.000000000,Debit,Mesa,Branch,34.0,Engineer,22.0,5.0,319.04,2024-11-04 08:08:55.000000000,2
280.92,2024-11-04 08:06:41.000000000,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,2024-11-04 08:06:41.000000000,5
42.42,2024-11-04 08:09:11.000000000,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,2024-11-04 08:09:11.000000000,5
77.03,2024-11-04 08:08:06.000000000,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,2024-11-04 08:08:06.000000000,0
22.59,2024-11-04 08:08:22.000000000,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,2024-11-04 08:08:22.000000000,1
568.76,2024-11-04 08:12:09.000000000,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,2024-11-04 08:12:09.000000000,4
25.94,2024-11-04 08:06:38.000000000,Credit,San Jose,Online,58.0,Retired,211.0,5.0,4815.11,2024-11-04 08:06:38.000000000,1
105.94,2024-11-04 08:09:59.000000000,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,2024-11-04 08:09:59.000000000,2
733.29,2024-11-04 08:07:12.000000000,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,5.0,10427.0,2024-11-04 08:07:12.000000000,1
350.15,2024-11-04 08:08:37.000000000,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47,2024-11-04 08:08:37.000000000,0
183.67,2024-11-04 08:11:05.000000000,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,2024-11-04 08:11:05.000000000,5
278.27,2024-11-04 08:09:58.000000000,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,2024-11-04 08:09:58.000000000,1
470.3,2024-11-04 08:08:00.000000000,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,2024-11-04 08:08:00.000000000,4
261.69,2024-11-04 08:09:09.000000000,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,2024-11-04 08:09:09.000000000,5
365.04,2024-11-04 08:12:08.000000000,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.89,2024-11-04 08:12:08.000000000,1
211.1,2024-11-04 08:07:01.000000000,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,2024-11-04 08:07:01.000000000,2
21.49,2024-11-04 08:08:08.000000000,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,2024-11-04 08:08:08.000000000,3
63.58,2024-11-04 08:11:56.000000000,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,2024-11-04 08:11:56.000000000,3
321.86,2024-11-04 08:06:35.000000000,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,2024-11-04 08:06:35.000000000,5
12.11,2024-11-04 08:07:10.000000000,Debit,Jacksonville,Branch,75.0,Retired,127.0,1.0,1730.28,2024-11-04 08:07:10.000000000,0
642.54,2024-11-04 08:10:37.000000000,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,2024-11-04 08:10:37.000000000,2
210.45,2024-11-04 08:06:24.000000000,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,2024-11-04 08:06:24.000000000,0
313.65,2024-11-04 08:10:49.000000000,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.36,2024-11-04 08:10:49.000000000,3
99.76,2024-11-04 08:06:26.000000000,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,2024-11-04 08:06:26.000000000,5
115.32,2024-11-04 08:08:36.000000000,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,2024-11-04 08:08:36.000000000,3
33.61,2024-11-04 08:08:40.000000000,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,2024-11-04 08:08:40.000000000,2
498.59,2024-11-04 08:06:58.000000000,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,2024-11-04 08:06:58.000000000,2
98.81,2024-11-04 08:08:11.000000000,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,2024-11-04 08:08:11.000000000,1
1.87,2024-11-04 08:09:48.000000000,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,2024-11-04 08:09:48.000000000,1
78.92,2024-11-04 08:08:28.000000000,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,2024-11-04 08:08:28.000000000,0
194.29,2024-11-04 08:08:57.000000000,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,2024-11-04 08:08:57.000000000,1
28.73,2024-11-04 08:08:37.000000000,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,2024-11-04 08:08:37.000000000,0
105.53,2024-11-04 08:10:14.000000000,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,2024-11-04 08:10:14.000000000,3
737.34,2024-11-04 08:08:06.000000000,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,2024-11-04 08:08:06.000000000,2
237.86,2024-11-04 08:10:20.000000000,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.63,2024-11-04 08:10:20.000000000,5
409.61,2024-11-04 08:10:16.000000000,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,2024-11-04 08:10:16.000000000,0
75.53,2024-11-04 08:07:11.000000000,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,2024-11-04 08:07:11.000000000,0
72.75,2024-11-04 08:07:19.000000000,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,2024-11-04 08:07:19.000000000,5
39.11,2024-11-04 08:08:27.000000000,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,2024-11-04 08:08:27.000000000,3
729.38,2024-11-04 08:08:16.000000000,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,2024-11-04 08:08:16.000000000,0
137.49,2024-11-04 08:07:04.000000000,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,2024-11-04 08:07:04.000000000,0
504.71,2024-11-04 08:08:37.000000000,Debit,Detroit,Online,29.0,Engineer,61.0,1.0,6214.54,2024-11-04 08:08:37.000000000,3
371.47,2024-11-04 08:07:09.000000000,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.04,2024-11-04 08:07:09.000000000,2
430.35,2024-11-04 08:10:51.000000000,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,2024-11-04 08:10:51.000000000,4
230.32,2024-11-04 08:08:34.000000000,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,2024-11-04 08:08:34.000000000,0
121.71,2024-11-04 08:11:23.000000000,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,2024-11-04 08:11:23.000000000,3
98.87,2024-11-04 08:06:58.000000000,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,2024-11-04 08:06:58.000000000,3
117.55,2024-11-04 08:11:13.000000000,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,2024-11-04 08:11:13.000000000,0
244.64,2024-11-04 08:06:53.000000000,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,2024-11-04 08:06:53.000000000,1
321.93,2024-11-04 08:07:51.000000000,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,2024-11-04 08:07:51.000000000,2
283.23,2024-11-04 08:07:38.000000000,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,2024-11-04 08:07:38.000000000,3
346.65,2024-11-04 08:06:58.000000000,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,2024-11-04 08:06:58.000000000,1
381.62,2024-11-04 08:09:22.439406336,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,2024-11-04 08:09:22.439406336,0
388.65,2024-11-04 08:08:15.000000000,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.85,2024-11-04 08:08:15.000000000,2
29.22,2024-11-04 08:09:03.000000000,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,2024-11-04 08:09:03.000000000,5
46.75,2024-11-04 08:09:20.000000000,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,2024-11-04 08:09:20.000000000,3
348.64,2024-11-04 08:11:22.000000000,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,2024-11-04 08:11:22.000000000,1
319.17,2024-11-04 08:08:49.000000000,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,2024-11-04 08:08:49.000000000,1
73.95,2024-11-04 08:07:22.000000000,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.92,2024-11-04 08:07:22.000000000,0
389.63,2024-11-04 08:08:55.000000000,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,2024-11-04 08:08:55.000000000,2
217.61,2024-11-04 08:10:08.000000000,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,2024-11-04 08:10:08.000000000,3
199.84,2024-11-04 08:09:14.000000000,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,2024-11-04 08:09:14.000000000,3
56.35,2024-11-04 08:07:36.000000000,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,2024-11-04 08:07:36.000000000,4
248.95,2024-11-04 08:09:32.000000000,Credit,San Francisco,Branch,65.0,Retired,29.0,1.0,3059.79,2024-11-04 08:09:32.000000000,1
142.58,2024-11-04 08:06:46.000000000,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,2024-11-04 08:06:46.000000000,5
84.34,2024-11-04 08:09:31.000000000,Debit,Memphis,Online,58.0,Retired,248.0,3.0,5313.97,2024-11-04 08:09:31.000000000,2
333.78,2024-11-04 08:07:50.000000000,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,2024-11-04 08:07:50.000000000,5
332.59,2024-11-04 08:09:05.000000000,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,2024-11-04 08:09:05.000000000,5
236.81,2024-11-04 08:07:18.000000000,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,2024-11-04 08:07:18.000000000,2
417.8,2024-11-04 08:09:17.000000000,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.82,2024-11-04 08:09:17.000000000,5
319.27,2024-11-04 08:12:18.000000000,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,2024-11-04 08:12:18.000000000,5
384.1,2024-11-04 08:11:42.000000000,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.79,2024-11-04 08:11:42.000000000,3
820.62,2024-11-04 08:07:28.000000000,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,2024-11-04 08:07:28.000000000,0
474.77,2024-11-04 08:08:36.000000000,Credit,Indianapolis,Online,56.0,Engineer,50.0,1.0,2158.59,2024-11-04 08:08:36.000000000,0
542.72,2024-11-04 08:08:53.000000000,Credit,Indianapolis,Branch,43.0,Doctor,92.0,1.0,6011.8,2024-11-04 08:08:53.000000000,0
79.8,2024-11-04 08:06:48.000000000,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,2024-11-04 08:06:48.000000000,0
46.24,2024-11-04 08:07:24.000000000,Debit,San Diego,Branch,57.0,Engineer,52.0,1.0,2569.56,2024-11-04 08:07:24.000000000,5
327.8,2024-11-04 08:09:18.000000000,Debit,San Francisco,ATM,61.0,Doctor,54.0,1.0,10585.48,2024-11-04 08:09:18.000000000,1
445.79,2024-11-04 08:12:05.000000000,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.99,2024-11-04 08:12:05.000000000,0
55.89,2024-11-04 08:11:33.000000000,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,2024-11-04 08:11:33.000000000,0
158.41,2024-11-04 08:10:03.000000000,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,2024-11-04 08:10:03.000000000,5
101.19,2024-11-04 08:09:44.000000000,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,2024-11-04 08:09:44.000000000,3
827.14,2024-11-04 08:08:14.000000000,Debit,El Paso,Branch,36.0,Engineer,265.0,4.0,9800.21,2024-11-04 08:08:14.000000000,3
61.97,2024-11-04 08:10:47.000000000,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,2024-11-04 08:10:47.000000000,5
27.21,2024-11-04 08:06:49.000000000,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,2024-11-04 08:06:49.000000000,1
173.74,2024-11-04 08:11:52.000000000,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,2024-11-04 08:11:52.000000000,0
176.11,2024-11-04 08:10:30.000000000,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,2024-11-04 08:10:30.000000000,1
88.4,2024-11-04 08:09:41.000000000,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,2024-11-04 08:09:41.000000000,0
567.92,2024-11-04 08:12:12.000000000,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.47,2024-11-04 08:12:12.000000000,3
138.11,2024-11-04 08:07:04.000000000,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,2024-11-04 08:07:04.000000000,5
456.93,2024-11-04 08:09:29.000000000,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,2024-11-04 08:09:29.000000000,1
101.42,2024-11-04 08:12:22.000000000,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,2024-11-04 08:12:22.000000000,4
300.61,2024-11-04 08:11:56.000000000,Debit,El Paso,Online,44.0,Doctor,51.0,1.0,7895.54,2024-11-04 08:11:56.000000000,3
265.94,2024-11-04 08:06:37.000000000,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,2024-11-04 08:06:37.000000000,4
345.54,2024-11-04 08:11:09.000000000,Debit,San Diego,Online,29.0,Engineer,50.0,1.0,2091.78,2024-11-04 08:11:09.000000000,5
411.52,2024-11-04 08:09:13.000000000,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,2024-11-04 08:09:13.000000000,0
111.21,2024-11-04 08:12:12.000000000,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,2024-11-04 08:12:12.000000000,5
316.37,2024-11-04 08:08:00.000000000,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,2024-11-04 08:08:00.000000000,3
260.63,2024-11-04 08:08:49.000000000,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.73,2024-11-04 08:08:49.000000000,0
92.36,2024-11-04 08:07:55.000000000,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,2024-11-04 08:07:55.000000000,3
262.06,2024-11-04 08:10:23.000000000,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,2024-11-04 08:10:23.000000000,2
64.5,2024-11-04 08:08:31.000000000,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,2024-11-04 08:08:31.000000000,3
